Date received,Consumer complaint narrative,Company,Product,Sub-product,Issue,Company public response,State,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID,City
3-25-2019,"We are serious company who makes {$700000.00} gross revenue with a constant positive business account of {$20000.00} to {$30000.00}. We have since XXXX XX/XX/XXXX a business account with the XXXX XXXX former XXXX XXXX XXXX. In XXXX XXXX we received a credit card with a {$5000.00} credit line. 
On the XX/XX/XXXX statement XX/XX/XXXX appears a Balance due of XXXX. 
An automatic payment was previously installed. 
In XXXX XXXX the Credit department of the XXXX XXXX failed to consider our first automatic set up payment and registered an incident. Thus they decreased our limit to XXXX dollars. 
In XXXX XXXX. That was the first damage. 
We called and asked them to solve this issue and come back to the initial XXXX dollars approved limit. 
In fact this call was assimilated as a request for a credit line increase. 
We were surprised to be informed on XXXX/XXXX/XXXX that our request was denied and registered as well in the credit score history. 
A second call produced exactly the same effects and on XXXX/XXXX/XXXX we received a second letter with the same denial of approval on a credit line increase. As a result our Credit score went from XXXX to XXXX. 
On XXXX/XXXX/XXXX we made a payment of {$2800.00} for a due date of XXXX/XXXX/XXXX. When we looked up on XXXX/XXXX/XXXX if the payment which was withdrawn of our account on XXXX/XXXX/XXXX was registered in the payment history it did not show up. Again we paid {$2800.00} on XXXX/XXXX/XXXX as it did n't show registered. The same day we paid {$2900.00}. So for we had a credit on our account but the XXXX XXXX refused payments to our suppliers. 
As we tried to explain for a third time to a supervisor the recurrent problems and can not find a positive solution to our matter, we would like you to intervene.",ICICI bank,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",None,Uttar Pradesh,Web,03-27-2019,Closed with explanation,Yes,Yes,11981228,Lucknow
2-16-2019,"I am attaching a copy of my Driver 's License. and Social Security Card to prove my identity. Apparently, my file has merged with another person ( XXXX XXXX XXXX, XXXX XXXX XXXX, XXXX XXXX XXXX XXXX just to name a few ). At this juncture, I have been unable to upload these documents and have even sent in my documents on multiple occasions via US mail to support my claims to no avail. It is my intent to dispute these trade lines and other information, hopefully more successfully via this venue. I 'm not sure why this has to be so difficult when a person can prove their name and information.",IDBI Bank,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",None,Andra pradesh,Postal mail,02-18-2019,Closed with monetary relief,Yes,Yes,23783976,Anantapur
04-20-2019,"Our mortgage lender short paid our property taxes. 
XX/XX/XXXX - property tax due date XX/XX/XXXX - property tax short paid by mortgage lender XX/XX/XXXX - property owner notified by county tax department of unpaid balance XX/XX/XXXX - property owner provided written notice to lender of unpaid balance and requested written verification of successful tax payment XX/XX/XXXX - property owner called lender, lender verified receipt of owner 's request to pay balance due XX/XX/XXXX - property owner received marketing call from lender to refinance and take advantage of equity. I requested status update for unpaid property taxes and was transferred to a different attendant who confirmed receiving my request to pay unpaid taxes. 
XX/XX/XXXX - property owner confirmed through county tax department that tax was still unpaid. 
XX/XX/XXXX - property owner contacted mortgage lender for status update. Lender stated that internal departments were processing my request and confirming amount of unpaid balance. Lender stated their target payment date of XX/XX/XXXX. Property owner stated XX/XX/XXXX as unacceptable. Property owner was transferred to escalation department. Lender attendant stated they would attempt to resolve sooner than XX/XX/XXXX and would contact me after 3 days to provide status update.",State bank of india,Bank account or service,Checking account,Problems caused by my funds being low,None,Gujarat,Postal mail,04-20-2019,Closed,Yes,No,23779079,Ahmedabad
10-14-2019,"i got a automated call today XXXX/XXXX/XXXX from number XXXX & followed up with a call from XXXX XXXX XXXX XXXX, XXXX XXXX, XXXX i have no knowledge of this account and i have informed the agency that i have been a victim of identity theft, i did ot make any payday loans. 

i need copy of contract signed, iD presented, Store Location, video surveillance E.T.C. 

this is an ID theft, i have not collected any such Loans & i want this collection and threats of lawsuit to stop now.. 

this is the first call & first time i am hearing about this, claimed it was an account from XXXX, this is XXXX 5 years later. i am 100 % sure this is not my account and i need organization to close the account and delete records from my credit. 

Thanks",HDFC bank,Bank account or service,Checking account,"Account opening, closing, or management",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Maharashtra,Web,10-16-2019,Closed with explanation,Yes,No,23991494,Mumbai
5-24-2019,Equifax continues to keep allowing incorrect collection accounts on my credit report that have been previously deleted multiple times. When I dispute the collection accounts Equifax states accounts were verified which is not possible because they are not mine. When I contacted Equifax by phone they will not explain how the collection accounts were verified to be my responsibility or what information the company provided to verify them except my name and address. I explained to Equifax anyone can get my name and address because they list it on my credit report. This credit reporting company ( Equifax ) needs to be sued for their lack of investigation and reporting false information on people 's credit report that damages people 's credit rating. I have had the same listed collection accounts in my Equifax report number ( XXXX ) deleted from other credit reporting agencies because the company knows they are not my accounts. These credit reporting companies need to be held accountable for the damage they are creating by their lack of investigation efforts when investigating for consumers. Equifax automatically rule 's against the consumer because they are being paid by the collection companies to keep this false information on the consumers credit reports. I have asked Equifax and the companies listed in my collection investigations to provide me with a contract or a document with my signature showing I have any responsibility to pay any collection accounts I have disputed. Equifax and the companies both have failed to provide me with any proof I owe the amount requested or any other amount they show in collections on my credit report. I demand this matter be taken seriously by Equifax and the false collection information deleted immediately.,karur Vyasa bank,Bank account or service,Other bank product/service,"Account opening, closing, or management",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Tamil Nadu,Web,05-25-2019,Closed with monetary relief,Yes,No,23966599,Madurai
7-30-2019,"Wells Fargo Financial has been reporting a negative "" LATE '' payment to all of the credit reporting agencies since XXXX of XXXX. During the month of XXXX XXXX I did n't receive that month 's bill ( not by email or US Mail ) somehow they forgot to send it to me that particular month in question. I just so happened to review an online statement that showed a Late Fee assessed to my account ( which was specialized account connected to a purchase from a company named XXXX XXXX and financed via Wells Fargo [ opened XXXX XXXX, XXXX ] in the form of a credit card account ) ; so I immediately contacted Wells Fargo XXXX XXXX XXXX and filed my initial complaint in efforts of reversing any possible damage to my credit and fee assessment. Okay, the fee was credited back to me and I was told that nothing was or will be reported to the major credit reporting companies ( not to worry ). Well the only truth to that statement, was that I was reimbursed the fee that was assessed ; but they to this day continue to report that I was 30 - 59 days late to all the credit reporting agencies. I even disputed this with Wells Fargo on a formal level and they still have n't changed anything. My argument is that I was given back any alleged late fees and told this would n't be reported ( they lied to me plain as day ). I frequent the app ' XXXX and to this day my FICO score is a little above XXXX - NEVER EVER BEEN LATE in paying back any of my creditors and was excused by Wells Fargo, yet they still plague me with a negative blemish that haunts me to this present day and that 's noted on my reports as the only damaging entry ( absent of that, I 'd have a PERFECT credit rating ) .... 

*This in my second time placing this complaint, I just completed this entire form and was at review - after reviewing it 's content, approved it then hit "" SUBMIT '' I got an system error message telling me to press the BACK button which erased my entire complaint content - I 'M XXXX ...",Syndicate bank,Bank account or service,Checking account,Deposits and withdrawals,None,Haryana,Web,07-31-2019,Closed with explanation,Yes,No,23918804,New Delhi
5-24-2019,I recently submitted financial information to Navient for the IBR annual review. I received notice from Navient that they had received the documents but received an additional email stating that 'one of your loans can not be considered for IBR ' or words to that effect ( my loans were consolidated years ago ). I called to clarify this issue as it made no sense. I was told 'do n't worry about it. It 's a mistake and we 've received lots of communications from others who got the same mistaken information. ' This is the second time that Navient has sent mistaken emails to me after I sent documents required and requested for IBR review. It 's very XXXX to get these mistaken communications. And it 's disturbing to understand that many others are receiving similar emails. I have not yet received the results from Navient regarding my new monthly payment.,Yes bank,Bank account or service,Other bank product/service,Deposits and withdrawals,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Goa,Referral,05-26-2019,Closed with explanation,Yes,No,23768004,Panaji
4-25-2019,"This is in response to CF PB Claim Number   XXXX .     In the original CFPB claim  XXXX , I stated I did not owe any debt and that I wanted to contest. I said I had aske  d Transworld for an itemized invoice but they did not provide one.
It seems Transworld responded by sending another invoice that IS NOT itemized. I will not pay an invoice that is not itemized, especially if I have never done business with Transworld or the debt they are allegedly trying to collect in the place of    XXXX . I have not used  XXXX  in recent memory.",Union bank,Bank account or service,Checking account,Using a debit or ATM card,None,Bihar,Web,04-26-2019,Closed with explanation,Yes,No,23857074,Patna
3-20-2019,"Repeated phones calls from XXXX ( Penn Credit, according to internet search ) about unknown person. Nobody at our number ( XXXX ) has any debt and we are on the Do Not Call List. The robo-call leaves a message to call XXXX about XXXX (? ) XXXX (? ) a name we have no knowledge of. The company calls late at night, early in the morning and on weekends.",Bank Of baroda,Bank account or service,Checking account,Using a debit or ATM card,None,Maharashtra,Web,03-22-2019,Closed with explanation,Yes,No,12413156,Pune
1-27-2019,While I closed out my account a few weeks ago in regards to a late fee that was accessed to my account due to the automatic payments not coming out. I noticed that there was a charge to my account that I did not authorize. When I contacted the company I was advised that I agree to the charge. However I did not agree. The charge is fraudulent and I would like this company reprimanded.,Fino payment bank,Bank account or service,Checking account,"Account opening, closing, or management",None,Telangana,Referral,01-29-2019,Closed without relief,Yes,No,4457365,Karim nagar
5-24-2019,"My loan is in default, I have been trying to establish an Income based repayment plan with Delta Collection Agency @ XXXX. I 'm frustrated by their delaying tactics. I have sent in all requested documents even three years of tax returns, reference letters, Hardship letter yet every time I call something is missing, even though a supervisor told me yesterday everything was their. I have the opportunity to restart school but need my XXXX in place first.",Federal bank,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",None,Maharashtra,Web,05-24-2019,Closed with explanation,Yes,No,24205435,Nashik
7-25-2019,XXXX XXXX XXXX XXXX reported around 6 late payments while all my payments and current and no late since they approved my loan Modification. I have documents showing my loan commencement with XXXX XXXX XXXX XXXX. My first modified payment began XXXX/XXXX/2014 and others payments required by XXXX XXXX XXXX XXXX were done onXX/XX/XXXX/XX/XX/XXXX XX/XX/XXXX XX/XX/XXXX and XX/XX/2014 in the amount of {$1400.00} each month and on time,South Indian bank,Bank account or service,Checking account,Deposits and withdrawals,None,Goa,Web,07-25-2019,Closed with non-monetary relief,Yes,No,24259484,Panaji
5-19-2019,"I have XXXX violations from Ocwen Loan Servicing, first is a violation of the FDCPA in over contacting me ( 5 times in a 7 day period ) and I have been lied to when requesting to be able to pay my own homeoweners insurance and removing it from my escrow payment. 
Third, I have been viloated in my privacy under Graham Leach Bliley Act, when Ocwen without my permission contacted my insurance company and conducted business without my expressed written or verbal consent",IndusIand Bank,Bank account or service,Other bank product/service,"Account opening, closing, or management",None,Bihar,Phone,05-20-2019,Closed with monetary relief,Yes,No,24020128,Patna
6-22-2019,I have tried multiple times to contact USAA to have them remove an account that shows a balance of {$550.00}. What happened was I lost my card and I guess when that happens they open a new account. So I have this random account that is 50 % of the limit that is hurting my credit and showing a payment is due. I have disputed the item twice with all three bureau. It looks like XXXX removed it but it is still showing on both XXXX and XXXX. This has been going on for over a year. I figured I should submit a complaint because I need this fixed.,Nagpur nagarik bank,Bank account or service,Other bank product/service,"Account opening, closing, or management",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Karnataka,Web,06-23-2019,Closed with explanation,Yes,No,24011421,
1-14-2019,"This has been an on going problem for over a year. I received a call from a XXXX XXXX who claims to represents Allied Interstate XXXX XXXX his contact number is XXXX XXXX XXXX. XXXX is trying to allegedly collect a out of state family members, debt that I have no knowledge of nor am I cosigner for this family member who I have no contact with. The phone calls are continuously coming at all time of the day and night.",Saraswat bank,Bank account or service,Savings account,"Account opening, closing, or management",Company chooses not to provide a public response,Uttar Pradesh,Referral,01-16-2019,Closed with explanation,Yes,No,15976232,
4-21-2019,"We modified our Home Equity Line with Chase in XXXX XXXX. They advised us on a number of occasions that we are in default. We feel Chase has been harassing us. On XXXX XXXX, XXXX, they sent us a letter saying that they are attempting to collect a debt. Worse, they over billed us on the monthly amortization beyond the fixed rate of 2 % for 5 years. Records show that we are current in our mortgage payments.",Axis bank LTD,Bank account or service,Checking account,"Account opening, closing, or management",None,Karnataka,Web,04-21-2019,Closed with explanation,Yes,No,6538423,
9-30-2019,Ditech Financial LLC is trying to collect an account that have already taken care by the bank on mortgage that was a predatory loan and violated my rights for refinance and my home was foreclosure. Company calls me with threats if this amount not paid they 're going to take illegal action and putting false information on my credit report.,Paytm payments bank,Bank account or service,Checking account,"Account opening, closing, or management",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Uttar Pradesh,Referral,10-01-2019,Closed with explanation,Yes,Yes,22311794,
3-25-2019,I accidently made two mortgage payments in one month and CCO Mortgage refused to refund the additional payment. My position is that they received money from me that was not owed to them. They have no right to the money and should return it.,punjab national bank,Bank account or service,Checking account,Deposits and withdrawals,Company chooses not to provide a public response,Maharashtra,Phone,03-26-2019,Closed with explanation,Yes,No,17972475,
11-20-2019,"I have filed a validation dispute with XXXX, Equifax and XXXX regarding Bankruptcies that are listed on my credit report. After filing a validation dispute requesting proof that this debt belonged to me, I received a letter in the mail stating that this debt was confirmed and is said to be my debt. I then contacted the Bankruptcy courts who then advised that they do NOT confirm any debts with the credit bureaus. I would like to know exactly who or how they verify debts for any individual, without proper documentations. I also requested a second validation and was told that I would need to provide additional proof to validate any information on my credit report. I would like this information removed from my credit report because the Bankruptcies were never verified and the credit bureaus are lying to the consumers.",ICICI bank,Bank account or service,Other bank product/service,Deposits and withdrawals,None,Gujarat,Web,11-21-2019,Closed with explanation,Yes,No,13190046,
8-25-2019,"Since XXXX 2016 when my VA Loan Modification was implemented and Approved First Continental /XXXX has n't updated my XXXX, XXXX and XXXX Credit report .My New VA Mortgage monthly payments of {$1700.00} is not been reported to all XXXX Credit Reporting Agencies .Why? 
I am respectfully making my VA Mortgage payments on time and I like to receive credit and my credit scores to be elevated.",IDBI Bank,Bank account or service,Checking account,"Account opening, closing, or management",None,Bihar,Referral,08-25-2019,Closed with monetary relief,Yes,No,14290365,Patna
5-24-2019,"I paid my mortgage via the banks online payment system with the amount of XXXX got the confirmation number provided on XXXX XXXX. The payment was supposed to be withdrawn on XXXX XXXX. Somehow the bank cashed my check but it was never paid to the mortgage Co. I contacted M & T bank regarding this issue and they said will investigate and give me my refund. I had to pay the mortgage company a second payment via telephone. 
They kept on charging me overdraft fees for NSF. Actually the funds were never returned and everything fell apart. In XXXX 2015, they refunded my money but they flatly refused to refund my overdraft charges. I just want to know why did it take so long to refund my money. They refused to answer my questions and refund my overdraft charges ( XXXX x XXXX )",State bank of india,Bank account or service,Checking account,Using a debit or ATM card,None,Bihar,Web,05-24-2019,Closed with monetary relief,Yes,Yes,16931626,Patna
1-29-2019,I 've had several instances. The first one was when I made a payment and navient decided to allocate funds from one of my loans on the other leaving me short on one of my loans causing me to get a late fee and a hassle to get them to fix it on there end. And I 've also experienced many times when they 've taken a smaller amount of funds for my loans leaving me with late fees. And because of these late withdrawals and leaving me short they 've increased my interest rates.,HDFC bank,Bank account or service,Savings account,"Making/receiving payments, sending money",None,Tamil Nadu,Web,01-30-2019,Closed with monetary relief,Yes,No,218950,
7-20-2019,"I 've mailed out disputes to all  XXXX  credit bureaus on  XXXX   XXXX ,    2017  regarding a collection account from Central States Recovery for {$350.00} and they have fail to comply with sending me the verifiable validated physical proof I requested as I exercised my right of the FCR A # 811 and FDCPA # 809.",karur Vyasa bank,Bank account or service,Other bank product/service,Deposits and withdrawals,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Kashmir,Phone,07-20-2019,Closed with monetary relief,Yes,No,24231229,Kashmir
4-28-2019,"I recently checked my credit profile and discovered that "" AD Astra recovery Services, Inc '', had put a negative trademark on my credit profile for over {$300.00}. I then sent a letter for verification to this collection company requesting verification of this debt. On XXXX XXXX, 2015 I received a letter containing a loan agreement with just a signature in my name. After further review I seen nothing in this agreement other than someone writing my name on a piece of paper. I did some investigation and found that a person whom get this type of loan must fill out an application and submit a blank check from their bank. Neither of this type of validation was submited by this collection agency. A fraud alert was put on my credit profiles sometime ago. I am requesting assistance in getting to the bottom of this fraud and attempt by this collection company to violate the law.",Syndicate bank,Bank account or service,Checking account,"Account opening, closing, or management",None,Andhra Pradesh,Referral,04-30-2019,Closed with explanation,Yes,Yes,1096398,Guntur
5-21-2019,"I have been a victim of identity theft and tried correcting my information with the credit bureaus. They told me to get a notarized affidavit, send them my driver license and social card ; which I did. I have been dealing with them for the last year and it gets so frustrating how I get denied for everything I apply for even though I am a very responsible person. As a matter of fact, I have kept all of my correspondence with them as proof that I have sent everything that they asked from me. I called several times as well. I have had notarized my affidavits and police report twice already but up to now, the accounts are still on my report which is barring me from having a decent credit score.",Yes bank,Bank account or service,Checking account,"Account opening, closing, or management",None,Maharashtra,Referral,05-23-2019,Closed with monetary relief,Yes,No,2347967,Mumbai
7-30-2019,"Date of account is being reported falsely. The original debt dispute was never communicated with original creditor due to address changes and when I finally heard from anyone, it was already sold to a debt collection agency. The original debt was from XX/XX/2014 and although I offered to pay it in full if they removed it from my report, they refused to remove it. I then recently noticed that they keep changing the reported date, effectively keeping it perpetually active on my credit report which I know is illegal.",Union bank,Bank account or service,Other bank product/service,"Account opening, closing, or management",None,Goa,Postal mail,07-31-2019,Closed with explanation,Yes,No,7383226,Panaji
5-24-2019,"I originally got this loan from the XXXX XXXX of Florida, in XXXX, Florida. It was originally serviced by XXXX XXXX. I had no problem with XXXX XXXX up until they joined/split/sold my loan to Navient. Who then said that I had to renegotiate my payment plan, and that I could n't simply continue paying what I was paying XXXX XXXX. At that time I could n't pay what they were asking me to pay, so there was literally nothing I could do to make them happy. I have continued to speak to them since the beginning of this year to try to set up a new payment plan and every time I try they always come up with some astronomical payment that I simply can not pay for. They say that it 's because my dad is my cosigner and that he should be able to pay for it if I ca n't. Most recently they have told me that I am so far past due that they can no longer set up a new payment plan for me because I 'm already getting "" the lowest rate possible '' and if they were to change anything else on my loan that it would actually make the payment more, which totally makes sense, right?! I even point blank asked them, what makes them think that if I ca n't pay the lower {$100.00} per month payment, that I could POSSIBLY pay the actual monthly payment they want which is over {$160.00} per month?! It 's just NOT POSSIBLE! However, they continue to say that it is, even though in doing so would leave both my AND my father with just bout {$5.00} per week of spending money. Every time I call them I either get hung up on, transferred so many times that I have to give up, or am basically treated like some second class citizen and they are extremely rude to me just about every single time I speak to them. I literally do n't know what else to do. They have ruined my credit so I ca n't get another loan to pay them off with, I ca n't get another credit card for the same reason, and I just do not know what my other options are! I 've told them several times that I can pay the lower monthly payment, which would be {$100.00} or less per month, which by the way is STILL {$20.00} MORE than I am paying the government for XXXX other federal loans that I am paying on! They still will not accept my {$100.00} per month! They refuse, saying they can not help me! That is obvious that they ca n't help me! They can obviously only help THEMSELVES to MY paycheck!",Bank Of baroda,Bank account or service,Other bank product/service,"Account opening, closing, or management",None,Tamil Nadu,Fax,05-26-2019,Closed with monetary relief,Yes,No,13440506,Madurai
4-25-2019,"I paid off a debt I had to a college I attended, At the same time, I paid it off, I received a statement from a collection agency named Enterprise Recover Systems, XXXX, Illinois, that there was a current amount due. I explained that I paid it directly to the school and might have missed their correspondence, since I had just moved. They confirmed with the school and told me I was paid in full. I recently checked my credit report and notice I have them listed on my report and I called to discuss the matter. They claim that there is still a balance that is unpaid, I had asked them why did n't they send me any correspondence about a balance due. Instead they reported it and now it it listed on my credit report. She told me they do n't operate that way. How is it that I was professional enough to call them and address their XXXX letter and they are not professional enough to call me or send me a letter regarding a past due amount? Of which I already paid?",Fino payment bank,Bank account or service,Checking account,"Account opening, closing, or management",None,Maharashtra,Postal mail,04-27-2019,Closed with explanation,Yes,Yes,10705395,Pune
3-20-2019,"Citibank continues to make calls to my home concerning a debt for XXXX XXXX. We have told told them onXX/XX/2015, XX/XX/2015 XX/XX/2015, a total of 21 calls, speaking to a XXXX and XXXX this is not our debt",Federal bank,Bank account or service,Other bank product/service,Problems caused by my funds being low,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Bihar,Referral,03-21-2019,Closed with monetary relief,Yes,No,24227264,patna
1-27-2019,"I was shocked when I reviewed my credit report and found several late payments on my student loans with the dates below : 120 days past due as of XX/XX/2014 90 days past due as of XX/XX/2014 60 days past due as of XX/XX/2014 I am not sure how this happened, I believe that I had made my payments to you when I received my statements. My only thought is that this was supposed to be in deferment and it did not get processed correctly or the payments I sent in were not registered.",South Indian bank,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",None,Assam,Web,01-27-2019,Closed with explanation,Yes,No,4515713,dispur
4-17-2019,"I did n't know I owed University XXXX XXXX money. Once I realized that I owed their company money I made the effort to pay them off and was forwarded to Asset Recovery Solutions which is who University XXXX XXXX goes through for debt collections. I made an agreement with an Asset Recovery Solutions Representative where I could get my debt deleted form my credit report in writing after I completed my payments successfully. I met the terms of our agreement successfully, but has not received the later we agreed upon. 

Instead I have been told Asset Recovery Solutions does not have my Social Security number or access to my name on file, and to contact University XXXX XXXX. I contacted University XXXX XXXX. I got a letter that said the debt was paid in full, but the letter said nothing about deleting my paid off debt from my credit report. Which is lying/manipulating me from the original agreement. 

I even called University XXXX XXXX to talk to someone about this. I keep being told to contact Asset Recovery Solutions or I get transferred to department after department after department. I was told XXXX day the department who can help me does n't want to take my call. I was even give a fake number of XXXX on XXXX XXXX at XXXX. 

This is turning into a total nightmare! People want to take my tuition and scam me when I have done my part on a simple agreement!",IndusIand Bank,Bank account or service,Savings account,"Account opening, closing, or management",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Maharashtra,Referral,04-19-2019,Closed with explanation,Yes,No,24170036,Pune
7-26-2019,"I recently received notice from a law firm, XXXX XXXX XXXX stating that a lawsuit was filed against me by Capital Alliance Financial LLC. Capital Alliance is first attempting to collect on a debt that was discharged in court because they failed to appear in court after I objected to the accused charges. Some time has passed and the debt that is claimed that I owe is now time barred. The statute of limitation to collect debt in Michigan is 6 years. I find it unreasonable for me to have to take off from work to file a counter suit against this collection agency when they are knowingly breaking the rules established by the FDCPA.",Nagpur nagarik bank,Bank account or service,Checking account,Problems caused by my funds being low,None,Andhra Pradesh,Referral,07-27-2019,Closed without relief,Yes,No,3971196,Vijaywada
7-29-2019,"I, XXXX XXXX, have been trying to Modify my XXXX mortgage Thru Chase for the past XXXX years. They take a long time and we keep providing all the information that they require in a timely manner. I keep being told that its under review and then I am told to resubmit everything all over again because the file is too old again. I keep getting the run around and not the help I need. I have been having financial troubles XXXX and a severe reduction in work and pay. However, I feel that I can save our families home with a Modification.",Saraswat bank,Bank account or service,Other bank product/service,"Account opening, closing, or management",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Rajasthan,Referral,07-30-2019,Closed with explanation,Yes,Yes,2260557,Jaipur
3-23-2019,"Transunion is currently reporting XXXX closed XXXX loans with a current status XXXX 120 days past due date XXXX when the accounts were PAID/CLOSED in XXXX 2014. 

also these accounts were never late they were always in the deferred status with no payment due but they are reporting them as 120 days past due XXXX # XXXX {$17000.00} XXXX # XXXX {$19000.00}",Axis bank LTD,Bank account or service,Checking account,"Account opening, closing, or management",Company believes it acted appropriately as authorized by contract or law,Bihar,Referral,03-24-2019,Closed with monetary relief,Yes,No,24121039,Patna
2-28-2019,"I decided to try XXXX services for my wife and I so I purchased phones for both of us. After a day or two of trial we felt unsatisfied so we headed back to the store and we returned all items. We got charged with restocking fees and taxes. Later on I got a bill in the mail in which I was being charged {$1200.00} for the returned items. After several attempts of arguing for about XXXX months about whether I owed XXXX or not I was dismissed of such charges, but a month after I was charged by a collecting company called ERC for {$61.00}. I asked them to explain such charges weather if they were fees or taxes and they we unable to disclose information. Therefore, I asked them to send me a bill in the mail with details about the charges, as well as a dispute package and they told me they would send me a bill. About the dispute part, they said that I needed to call XXXX to discuss the charges with them but XXXX said that I had to discuss this with the collecting company. I never received a detailed statement neither a chanse to defend my self about such charges, I checked my credit score and found a red flag in it because of this. 

I am now hoping you may help me with this case. 

Thanks :",Paytm payments bank,Bank account or service,Checking account,Using a debit or ATM card,None,Uttar Pradesh,Web,02-28-2019,Closed with explanation,Yes,No,4199266,Allahabad
7-26-2019,"I strongly suspect that Vital Recovery Services sold my "" debt '' after I informed them that no one at my phone number had any overdue debts and that their calls had to stop. Subsequently, XXXX XXXX started years of harassing phone calls to my number.",punjab national bank,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",None,Maharashtra,Referral,07-26-2019,Closed with explanation,Yes,Yes,1272426,Pune
6-15-2019,"CareCredit/Synchrony Bank has placed an excessive incorrect monthly interest charge on my account and will not respond to my letters, calls, or emails.",ICICI bank,Bank account or service,Checking account,Deposits and withdrawals,None,Uttar Pradesh,Phone,06-15-2019,Closed without relief,Yes,No,3735245,Lucknow
6-17-2019,"Hello, I have been in communication with Credit Service company Via certified mail regarding XXXX collection accounts. I have requested validation from Credit service company, and in response they have sent me a statement for both accounts. I have absolutely no knowledge of the following company's:1- XXXX od XXXX2- XXXX. 

I have explained this to Credit services Company In which they refuse to investigate. I have contacted the credit bureaus in return thay have stated Credit services company has validated the debts. I attempted to contact both XXXX XXXX and XXXX which referred me back to Credit Services Company. I have been in dispute with Credit Services COmpany for months with no response, Now they keep demanding money to these debts that I have no knowledge of.",IDBI Bank,Bank account or service,Checking account,"Account opening, closing, or management",None,Tamil Nadu,Referral,06-17-2019,Closed with explanation,Yes,No,10839689,Madurai
6-20-2019,OUR MORGAGE WAS SOLD TO DITECH AND SINCE WE HAVE HAD NOTHING BUT ISSUES. WE CONTINUALLY HAVE TO CALL THEM ABOUT OUR ESCROW ACCOUNT THAT WE NEVER HAVE SET UP. WE PAY OUR OWN TAXES AND INSURANCE. WE WILL MAKE THE REGULAR PAYMENY  ONE  MONTH AND THE NEXT IT HAS JUMPED TO OVER 300 $ MORE. THEY SAY ITS A INCREASE ON OUR ESCROW. WE HAVE SENT PROOF TO THIS COMPANY TWICE WITH A STATEMANT FROM OUR INSURANCE AGENT. THAT RESULTED IN THEM PAYING OUR INSURANCE. OUR INSURANCE AGENT CONTACTED DITECH ON THE MISTAKE AND SENT PROOF AGAIN OF PERSONAL PAYMENT. OUR INSURANCE COMPANY SENT THE PAYMENT BACK. THE MONTH OF  XXXX  WAS CORRECT BUT THE MONTH OF  XXXX  AND  XXXX  IS NOT. THIS IS AFFECTING OUR CREDIT. WE ARE TRYING TO GET OUT OF THIS LOAN WITH THIS COMPANY AND OUR PAYMENT HISTORY WITH DITECH IS THE REASON WE CAN NOT. I WILL NOT PAY THEM MONEY I DO NOT OWE JUST TO SAVE MY CREDIT. THEY ARE AT FAULT AND IM NOT SO SURE THEY WILL REFUND ME IF I DO OVER  PAY.THIS  PROBLEM HAS BEEN GOING ON SINCE  XXXX    XXXX  . THEY FIX IT AND IT REVERTS BACK AND WE HAVE TO FIGHT THEM TO CHANGE IT.,State bank of india,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",Company believes it acted appropriately as authorized by contract or law,Uttar Pradesh,Web,06-21-2019,Closed with explanation,Yes,No,17121235,Allahabad
9-26-2019,"I did not receive corresponding documentation pertaining to what i owe or why I owe. Please provide the EOB date of services, medical bill charges, what was covered, how much money the insurer considers to be reasonable and customary, the amount that went towards your deductible, copay and how much money you might be responsible for. I have NEVER received any phone calls, emails, letters ( certified or regular ). I have XXXX people in the city of XXXX as well as XXXX, Texas with my name. I have continued to receive phone calls pertaining to him. I am not him. I am a XXXX.",HDFC bank,Bank account or service,Checking account,"Account opening, closing, or management",None,Kashmir,Web,09-26-2019,Closed with monetary relief,Yes,No,6483754,Kashmir
